date	impfungen	impfungen_kumulativ	impfungen_biontech	impfungen_biontech_kumulativ	impfungen_biontech_min1	impfungen_biontech_min1_kumulativ	impfungen_biontech_gi	impfungen_biontech_gi_kumulativ	impfungen_biontech_boost1	impfungen_biontech_boost1_kumulativ	impfungen_biontech_boost2	impfungen_biontech_boost2_kumulativ	impfungen_moderna	impfungen_moderna_kumulativ	impfungen_moderna_min1	impfungen_moderna_min1_kumulativ	impfungen_moderna_gi	impfungen_moderna_gi_kumulativ	impfungen_moderna_boost1	impfungen_moderna_boost1_kumulativ	impfungen_moderna_boost2	impfungen_moderna_boost2_kumulativ	impfungen_astra	impfungen_astra_kumulativ	impfungen_astra_min1	impfungen_astra_min1_kumulativ	impfungen_astra_gi	impfungen_astra_gi_kumulativ	impfungen_astra_boost1	impfungen_astra_boost1_kumulativ	impfungen_astra_boost2	impfungen_astra_boost2_kumulativ	impfungen_johnson	impfungen_johnson_kumulativ	impfungen_johnson_min1	impfungen_johnson_min1_kumulativ	impfungen_johnson_gi	impfungen_johnson_gi_kumulativ	impfungen_johnson_boost1	impfungen_johnson_boost1_kumulativ	impfungen_johnson_boost2	impfungen_johnson_boost2_kumulativ	impfungen_novavax	impfungen_novavax_kumulativ	impfungen_novavax_min1	impfungen_novavax_min1_kumulativ	impfungen_novavax_gi	impfungen_novavax_gi_kumulativ	impfungen_novavax_boost1	impfungen_novavax_boost1_kumulativ	impfungen_novavax_boost2	impfungen_novavax_boost2_kumulativ	personen_min1	personen_min1_kumulativ	impfungen_min1	impfungen_min1_kumulativ	impfquote_min1	personen_gi	personen_gi_kumulativ	impfungen_gi	impfungen_gi_kumulativ	impfquote_gi	personen_boost1	personen_boost1_kumulativ	impfungen_boost1	impfungen_boost1_kumulativ	impfquote_boost1	personen_boost2	personen_boost2_kumulativ	impfungen_boost2	impfungen_boost2_kumulativ	impfquote_boost2
2021-08-27	263337	103105929	219297	78111239	96343	38379795	120943	39702680	2011	28764	0	0	22353	9347956	4940	4401246	17308	4943618	105	3092	0	0	2308	12738553	231	9255787	2076	3482027	1	739	0	0	19379	2908181	19350	2905937	5	971	24	1273	0	0	0	0	0	0	0	0	0	0	0	0	120864	54942765	120864	54942765	0.66073	145136	50108274	140332	48129296	0.60259	2141	33868	2141	33868	0.00041	0	0	0	0	0
2021-08-28	138315	103244244	107399	78218638	52733	38432528	53576	39756256	1090	29854	0	0	15367	9363323	3258	4404504	12044	4955662	65	3157	0	0	532	12739085	26	9255813	505	3482532	1	740	0	0	15017	2923198	14990	2920927	10	981	17	1290	0	0	0	0	0	0	0	0	0	0	0	0	71007	55013772	71007	55013772	0.66158	66578	50174852	66135	48195431	0.60339	1173	35041	1173	35041	0.00042	0	0	0	0	0
2021-08-29	80722	103324966	65928	78284566	27919	38460447	37286	39793542	723	30577	0	0	8396	9371719	1784	4406288	6556	4962218	56	3213	0	0	73	12739158	7	9255820	66	3482598	0	740	0	0	6325	2929523	6296	2927223	5	986	24	1314	0	0	0	0	0	0	0	0	0	0	0	0	36006	55049778	36006	55049778	0.66201	43982	50218834	43913	48239344	0.60392	803	35844	803	35844	0.00043	0	0	0	0	0
2021-08-30	187743	103512709	155346	78439912	68862	38529309	85206	39878748	1278	31855	0	0	17133	9388852	3446	4409734	13636	4975854	51	3264	0	0	1827	12740985	146	9255966	1681	3484279	0	740	0	0	13437	2942960	13431	2940654	4	990	2	1316	0	0	0	0	0	0	0	0	0	0	0	0	85885	55135663	85885	55135663	0.66305	104366	50323200	100527	48339871	0.60517	1331	37175	1331	37175	0.00045	0	0	0	0	0
2021-08-31	273819	103786528	240358	78680270	108359	38637668	129966	40008714	2033	33888	0	0	15921	9404773	3162	4412896	12572	4988426	187	3451	0	0	2153	12743138	236	9256202	1916	3486195	1	741	0	0	15387	2958347	15320	2955974	9	999	58	1374	0	0	0	0	0	0	0	0	0	0	0	0	127077	55262740	127077	55262740	0.66457	150134	50473334	144463	48484334	0.60698	2279	39454	2279	39454	0.00047	0	0	0	0	0
2021-09-01	326159	104112687	292759	78973029	117457	38755125	152570	40161284	22723	56611	9	9	15668	9420441	2756	4415652	12111	5000537	800	4251	1	1	2080	12745218	307	9256509	1762	3487957	11	752	0	0	15652	2973999	15639	2971613	5	1004	8	1382	0	0	0	0	0	0	0	0	0	0	0	0	136159	55398899	136159	55398899	0.66621	172061	50645395	166448	48650782	0.60905	23542	62996	23542	62996	0.00076	10	10	10	10	0
2021-09-02	277471	104390158	247203	79220232	105212	38860337	124027	40285311	17952	74563	12	21	13036	9433477	2399	4418051	9795	5010332	842	5093	0	1	1933	12747151	267	9256776	1663	3489620	3	755	0	0	15299	2989298	15248	2986861	11	1015	40	1422	0	0	0	0	0	0	0	0	0	0	0	0	123126	55522025	123126	55522025	0.66769	142256	50787651	135496	48786278	0.61076	18837	81833	18837	81833	0.00098	12	22	12	22	0
2021-09-03	223411	104613569	195507	79415739	80922	38941259	99459	40384770	15121	89684	5	26	12214	9445691	2219	4420270	9280	5019612	714	5807	1	2	1262	12748413	177	9256953	1080	3490700	5	760	0	0	14428	3003726	14413	3001274	10	1025	5	1427	0	0	0	0	0	0	0	0	0	0	0	0	97731	55619756	97731	55619756	0.66887	114271	50901922	109829	48896107	0.61213	15845	97678	15845	97678	0.00117	6	28	6	28	0
2021-09-04	106423	104719992	87643	79503382	36472	38977731	46871	40431641	4295	93979	5	31	8533	9454224	1487	4421757	6642	5026254	404	6211	0	2	359	12748772	25	9256978	333	3491033	1	761	0	0	9888	3013614	9879	3011153	5	1030	4	1431	0	0	0	0	0	0	0	0	0	0	0	0	47863	55667619	47863	55667619	0.66944	54176	50956098	53851	48949958	0.61278	4704	102382	4704	102382	0.00123	5	33	5	33	0
2021-09-05	59811	104779803	49067	79552449	20528	38998259	25727	40457368	2811	96790	1	32	5705	9459929	918	4422675	4516	5030770	271	6482	0	2	59	12748831	16	9256994	42	3491075	0	761	1	1	4980	3018594	4969	3016122	6	1036	5	1436	0	0	0	0	0	0	0	0	0	0	0	0	26431	55694050	26431	55694050	0.66976	30400	50986498	30291	48980249	0.61315	3087	105469	3087	105469	0.00127	2	35	2	35	0
2021-09-06	153176	104932979	133106	79685555	53261	39051520	65221	40522589	14615	111405	9	41	9694	9469623	2002	4424677	6473	5037243	1213	7695	6	8	1102	12749933	177	9257171	915	3491990	10	771	0	1	9274	3027868	9270	3025392	3	1039	1	1437	0	0	0	0	0	0	0	0	0	0	0	0	64710	55758760	64710	55758760	0.67054	75902	51062400	72612	49052861	0.61406	15839	121308	15839	121308	0.00146	15	50	15	50	0
2021-09-07	246847	105179826	224761	79910316	89065	39140585	111237	40633826	24452	135857	7	48	9194	9478817	1694	4426371	6322	5043565	1178	8873	0	8	1268	12751201	188	9257359	1074	3493064	6	777	0	1	11624	3039492	11606	3036998	5	1044	13	1450	0	0	0	0	0	0	0	0	0	0	0	0	102553	55861313	102553	55861313	0.67177	123631	51186031	118638	49171499	0.61555	25649	146957	25649	146957	0.00177	7	57	7	57	0
2021-09-08	284378	105464204	258071	80168387	99001	39239586	129020	40762846	30044	165901	6	54	12225	9491042	1941	4428312	8591	5052156	1693	10566	0	8	1260	12752461	156	9257515	1098	3494162	6	783	0	1	12822	3052314	12784	3049782	16	1060	22	1472	0	0	0	0	0	0	0	0	0	0	0	0	113882	55975195	113882	55975195	0.67314	143454	51329485	138725	49310224	0.61727	31765	178722	31765	178722	0.00215	6	63	6	63	0
2021-09-09	269636	105733840	242976	80411363	95959	39335545	120800	40883646	26214	192115	3	57	11329	9502371	1571	4429883	7967	5060123	1791	12357	0	8	1185	12753646	165	9257680	1015	3495177	5	788	0	1	14146	3066460	14117	3063899	10	1070	19	1491	0	0	0	0	0	0	0	0	0	0	0	0	111812	56087007	111812	56087007	0.67449	135833	51465318	129792	49440016	0.61891	28029	206751	28029	206751	0.00249	3	66	3	66	0
2021-09-10	218976	105952816	189927	80601290	67631	39403176	101824	40985470	20469	212584	3	60	12479	9514850	1973	4431856	9068	5069191	1435	13792	3	11	986	12754632	110	9257790	873	3496050	3	791	0	1	15584	3082044	15541	3079440	13	1083	30	1521	0	0	0	0	0	0	0	0	0	0	0	0	85255	56172262	85255	56172262	0.67551	116064	51581382	111778	49551794	0.6203	21937	228688	21937	228688	0.00275	6	72	6	72	0
2021-09-11	108541	106061357	88580	80689870	30590	39433766	52305	41037775	5682	218266	3	63	8841	9523691	1669	4433525	6651	5075842	521	14313	0	11	133	12754765	41	9257831	92	3496142	0	791	0	1	10987	3093031	10969	3090409	8	1091	10	1531	0	0	0	0	0	0	0	0	0	0	0	0	43269	56215531	43269	56215531	0.67603	59376	51640758	59056	49610850	0.62102	6213	234901	6213	234901	0.00282	3	75	3	75	0
2021-09-12	61587	106122944	51153	80741023	16619	39450385	30428	41068203	4103	222369	3	66	5159	9528850	931	4434456	3890	5079732	338	14651	0	11	44	12754809	4	9257835	38	3496180	2	793	0	1	5231	3098262	5221	3095630	5	1096	5	1536	0	0	0	0	0	0	0	0	0	0	0	0	22775	56238306	22775	56238306	0.67631	34431	51675189	34361	49645211	0.62143	4448	239349	4448	239349	0.00288	3	78	3	78	0
2021-09-13	160643	106283587	137484	80878507	47322	39497707	71004	41139207	19153	241522	5	71	10172	9539022	2341	4436797	6559	5086291	1271	15922	1	12	953	12755762	120	9257955	832	3497012	1	794	0	1	12034	3110296	12017	3107647	2	1098	15	1551	0	0	0	0	0	0	0	0	0	0	0	0	61800	56300106	61800	56300106	0.67705	81997	51757186	78397	49723608	0.62242	20440	259789	20440	259789	0.00312	6	84	6	84	0
2021-09-14	265202	106548789	241963	81120470	87882	39585589	117616	41256823	36456	277978	9	80	8203	9547225	2334	4439131	5240	5091531	629	16551	0	12	1563	12757325	511	9258466	1048	3498060	4	798	0	1	13473	3123769	13463	3121110	6	1104	4	1555	0	0	0	0	0	0	0	0	0	0	0	0	104190	56404296	104190	56404296	0.6783	128924	51886110	123910	49847518	0.62397	37093	296882	37093	296882	0.00357	9	93	9	93	0
2021-09-15	311918	106860707	284182	81404652	95994	39681583	139976	41396799	48198	326176	14	94	11413	9558638	2559	4441690	7744	5099275	1107	17658	3	15	1141	12758466	108	9258574	1024	3499084	8	806	1	2	15182	3138951	15144	3136254	13	1117	25	1580	0	0	0	0	0	0	0	0	0	0	0	0	113805	56518101	113805	56518101	0.67967	153958	52040068	148757	49996275	0.62582	49338	346220	49338	346220	0.00416	18	111	18	111	0
2021-09-16	290780	107151487	263399	81668051	95054	39776637	129111	41525910	39221	365397	13	107	9809	9568447	2509	4444199	6259	5105534	1037	18695	4	19	1568	12760034	502	9259076	1060	3500144	6	812	0	2	16004	3154955	15980	3152234	11	1128	13	1593	0	0	0	0	0	0	0	0	0	0	0	0	114045	56632146	114045	56632146	0.68104	142853	52182921	136441	50132716	0.62754	40277	386497	40277	386497	0.00465	17	128	17	128	0
2021-09-17	236459	107387946	209084	81877135	69571	39846208	109872	41635782	29621	395018	20	127	10931	9579378	3011	4447210	6799	5112333	1118	19813	3	22	620	12760654	113	9259189	504	3500648	3	815	0	2	15824	3170779	15802	3168036	11	1139	10	1603	1	1	0	0	0	0	0	0	0	0	0	0	88497	56720643	88497	56720643	0.68211	121490	52304411	117186	50249902	0.629	30752	417249	30752	417249	0.00502	24	152	24	152	0
2021-09-18	111312	107499258	93285	81970420	29321	39875529	56769	41692551	7192	402210	3	130	7632	9587010	1793	4449003	5290	5117623	547	20360	2	24	238	12760892	121	9259310	115	3500763	2	817	0	2	10157	3180936	10143	3178179	6	1145	8	1611	0	1	0	0	0	0	0	0	0	0	0	0	41378	56762021	41378	56762021	0.6826	62519	52366930	62180	50312082	0.62975	7749	424998	7749	424998	0.00511	5	157	5	157	0
2021-09-19	62991	107562249	52420	82022840	15298	39890827	32874	41725425	4244	406454	4	134	5843	9592853	1799	4450802	3260	5120883	783	21143	1	25	160	12761052	52	9259362	108	3500871	0	817	0	2	4568	3185504	4561	3182740	1	1146	6	1617	0	1	0	0	0	0	0	0	0	0	0	0	21710	56783731	21710	56783731	0.68287	36262	52403192	36243	50348325	0.63019	5033	430031	5033	430031	0.00517	5	162	5	162	0
2021-09-20	158398	107720647	140057	82162897	40972	39931799	74874	41800299	24197	430651	14	148	7847	9600700	1954	4452756	4769	5125652	1121	22264	3	28	893	12761945	161	9259523	725	3501596	7	824	0	2	9601	3195105	9581	3192321	9	1155	11	1628	0	1	0	0	0	0	0	0	0	0	0	0	52668	56836399	52668	56836399	0.6835	83500	52486692	80377	50428702	0.63119	25336	455367	25336	455367	0.00548	17	179	17	179	0
2021-09-21	263052	107983699	243755	82406652	76828	40008627	120626	41920925	46293	476944	8	156	7803	9608503	1859	4454615	4531	5130183	1409	23673	4	32	693	12762638	129	9259652	560	3502156	4	828	0	2	10801	3205906	10790	3203111	6	1161	5	1633	0	1	0	0	0	0	0	0	0	0	0	0	89606	56926005	89606	56926005	0.68458	130394	52617086	125723	50554425	0.63276	47711	503078	47711	503078	0.00605	12	191	12	191	0
2021-09-22	300989	108284688	277963	82684615	82109	40090736	136554	42057479	59264	536208	36	192	10009	9618512	1693	4456308	5941	5136124	2375	26048	0	32	842	12763480	118	9259770	722	3502878	2	830	0	2	12175	3218081	12156	3215267	8	1169	11	1644	0	1	0	0	0	0	0	0	0	0	0	0	96076	57022081	96076	57022081	0.68573	147450	52764536	143225	50697650	0.63453	61652	564730	61652	564730	0.00679	36	227	36	227	0
2021-09-23	284893	108569581	262489	82947104	84044	40174780	129386	42186865	49030	585238	29	221	8148	9626660	1608	4457916	5093	5141217	1444	27492	3	35	702	12764182	150	9259920	548	3503426	4	834	0	2	13554	3231635	13527	3228794	19	1188	8	1652	0	1	0	0	0	0	0	0	0	0	0	0	99329	57121410	99329	57121410	0.68693	140724	52905260	135046	50832696	0.63622	50486	615216	50486	615216	0.0074	32	259	32	259	0
2021-09-24	222328	108791909	199775	83146879	59131	40233911	107022	42293887	33598	618836	24	245	9434	9636094	1710	4459626	6441	5147658	1280	28772	3	38	437	12764619	133	9260053	300	3503726	4	838	0	2	12682	3244317	12658	3241452	12	1200	11	1663	1	2	0	0	0	0	0	0	0	0	0	0	73632	57195042	73632	57195042	0.68781	117532	53022792	113775	50946471	0.63764	34893	650109	34893	650109	0.00782	28	287	28	287	0
2021-09-25	99626	108891535	84614	83231493	22605	40256516	53115	42347002	8875	627711	19	264	6350	9642444	1207	4460833	4277	5151935	864	29636	2	40	88	12764707	27	9260080	60	3503786	1	839	0	2	8574	3252891	8565	3250017	4	1204	5	1668	0	2	0	0	0	0	0	0	0	0	0	0	32404	57227446	32404	57227446	0.6882	57952	53080744	57456	51003927	0.63833	9745	659854	9745	659854	0.00794	21	308	21	308	0
2021-09-26	53432	108944967	45470	83276963	12187	40268703	28562	42375564	4719	632430	2	266	3846	9646290	594	4461427	2804	5154739	443	30079	5	45	33	12764740	12	9260092	21	3503807	0	839	0	2	4083	3256974	4072	3254089	7	1211	4	1672	0	2	0	0	0	0	0	0	0	0	0	0	16865	57244311	16865	57244311	0.6884	31470	53112214	31394	51035321	0.63871	5166	665020	5166	665020	0.008	7	315	7	315	0
2021-09-27	148731	109093698	134020	83410983	37459	40306162	69308	42444872	27224	659654	29	295	6137	9652427	1375	4462802	3929	5158668	830	30909	3	48	341	12765081	113	9260205	227	3504034	1	840	0	2	8233	3265207	8211	3262300	9	1220	13	1685	0	2	0	0	0	0	0	0	0	0	0	0	47158	57291469	47158	57291469	0.68897	76476	53188690	73473	51108794	0.63963	28068	693088	28068	693088	0.00833	32	347	32	347	0
2021-09-28	251687	109345385	235538	83646521	70742	40376904	113989	42558861	50793	710447	14	309	5689	9658116	1044	4463846	3168	5161836	1472	32381	5	53	350	12765431	89	9260294	242	3504276	19	859	0	2	10110	3275317	10102	3272402	7	1227	1	1686	0	2	0	0	0	0	0	0	0	0	0	0	81977	57373446	81977	57373446	0.68996	121600	53310290	117406	51226200	0.6411	52285	745373	52285	745373	0.00896	19	366	19	366	0
2021-09-29	268272	109613657	252047	83898568	71091	40447995	121393	42680254	59530	769977	33	342	5653	9663769	1144	4464990	3313	5165149	1194	33575	2	55	516	12765947	160	9260454	344	3504620	12	871	0	2	10056	3285373	10031	3282433	7	1234	18	1704	0	2	0	0	0	0	0	0	0	0	0	0	82426	57455872	82426	57455872	0.69095	129080	53439370	125057	51351257	0.64265	60754	806127	60754	806127	0.00969	35	401	35	401	0
2021-09-30	233054	109846711	216916	84115484	63732	40511727	109917	42790171	43245	813222	22	364	5598	9669367	1166	4466156	3267	5168416	1153	34728	12	67	327	12766274	89	9260543	236	3504856	2	873	0	2	10213	3295586	10202	3292635	6	1240	5	1709	0	2	0	0	0	0	0	0	0	0	0	0	75189	57531061	75189	57531061	0.69185	117486	53556856	113426	51464683	0.64406	44405	850532	44405	850532	0.01023	34	435	34	435	0.00001
2021-10-01	127009	109973720	117348	84232832	36581	40548308	55356	42845527	25407	838629	4	368	3025	9672392	897	4467053	1584	5170000	544	35272	0	67	218	12766492	84	9260627	127	3504983	7	880	0	2	6418	3302004	6396	3299031	7	1247	15	1724	0	2	0	0	0	0	0	0	0	0	0	0	43958	57575019	43958	57575019	0.69238	60535	53617391	57074	51521757	0.64479	25973	876505	25973	876505	0.01054	4	439	4	439	0.00001
2021-10-02	29137	110002857	24161	84256993	8614	40556922	12509	42858036	3037	841666	1	369	1956	9674348	593	4467646	1032	5171032	330	35602	1	68	38	12766530	13	9260640	24	3505007	1	881	0	2	2982	3304986	2977	3302008	4	1251	1	1725	0	2	0	0	0	0	0	0	0	0	0	0	12197	57587216	12197	57587216	0.69253	13795	53631186	13569	51535326	0.64495	3369	879874	3369	879874	0.01058	2	441	2	441	0.00001
2021-10-03	8485	110011342	6935	84263928	2283	40559205	3520	42861556	1131	842797	1	370	752	9675100	173	4467819	336	5171368	243	35845	0	68	2	12766532	1	9260641	1	3505008	0	881	0	2	796	3305782	795	3302803	1	1252	0	1725	0	2	0	0	0	0	0	0	0	0	0	0	3252	57590468	3252	57590468	0.69257	3927	53635113	3858	51539184	0.645	1374	881248	1374	881248	0.0106	1	442	1	442	0.00001
2021-10-04	96411	110107753	87401	84351329	25619	40584824	42230	42903786	19470	862267	82	452	3615	9678715	860	4468679	1564	5172932	1191	37036	0	68	193	12766725	62	9260703	123	3505131	8	889	0	2	5202	3310984	5196	3307999	0	1252	6	1731	0	2	0	0	0	0	0	0	0	0	0	0	31737	57622205	31737	57622205	0.69295	46944	53682057	43917	51583101	0.64557	20675	901923	20675	901923	0.01085	82	524	82	524	0.00001
2021-10-05	220262	110328015	209756	84561085	57443	40642267	99921	43003707	52391	914658	1	453	3823	9682538	959	4469638	1763	5174695	1100	38136	1	69	279	12767004	59	9260762	208	3505339	12	901	0	2	6404	3317388	6382	3314381	0	1252	21	1752	1	3	0	0	0	0	0	0	0	0	0	0	64843	57687048	64843	57687048	0.69373	105841	53787898	101892	51684993	0.64684	53524	955447	53524	955447	0.01149	3	527	3	527	0.00001
2021-10-06	233669	110561684	222493	84783578	57852	40700119	102410	43106117	62182	976840	49	502	4319	9686857	1057	4470695	1967	5176662	1292	39428	3	72	198	12767202	82	9260844	112	3505451	4	905	0	2	6659	3324047	6624	3321005	2	1254	33	1785	0	3	0	0	0	0	0	0	0	0	0	0	65615	57752663	65615	57752663	0.69452	108411	53896309	104491	51789484	0.64814	63511	1018958	63511	1018958	0.01225	52	579	52	579	0.00001
2021-10-07	237455	110799139	224888	85008466	62277	40762396	108312	43214429	54293	1031133	6	508	4421	9691278	1041	4471736	1656	5178318	1724	41152	0	72	270	12767472	88	9260932	172	3505623	10	915	0	2	7876	3331923	7863	3328868	2	1256	11	1796	0	3	0	0	0	0	0	0	0	0	0	0	71269	57823932	71269	57823932	0.69538	115200	54011509	110142	51899626	0.64953	56038	1074996	56038	1074996	0.01293	6	585	6	585	0.00001
2021-10-08	158031	110957170	146859	85155325	40572	40802968	67820	43282249	38464	1069597	3	511	4174	9695452	1010	4472746	1882	5180200	1282	42434	0	72	151	12767623	58	9260990	85	3505708	8	923	0	2	6847	3338770	6835	3335703	3	1259	9	1805	0	3	0	0	0	0	0	0	0	0	0	0	48475	57872407	48475	57872407	0.69596	73512	54085021	69790	51969416	0.65041	39763	1114759	39763	1114759	0.01341	3	588	3	588	0.00001
2021-10-09	37872	110995042	32168	85187493	11441	40814409	16380	43298629	4300	1073897	47	558	2499	9697951	631	4473377	1441	5181641	420	42854	7	79	21	12767644	5	9260995	16	3505724	0	923	0	2	3184	3341954	3180	3338883	3	1262	1	1806	0	3	0	0	0	0	0	0	0	0	0	0	15257	57887664	15257	57887664	0.69614	18115	54103136	17840	51987256	0.65063	4721	1119480	4721	1119480	0.01346	54	642	54	642	0.00001
2021-10-10	11847	111006889	9696	85197189	3671	40818080	4884	43303513	1141	1075038	0	558	914	9698865	175	4473552	551	5182192	188	43042	0	79	4	12767648	1	9260996	3	3505727	0	923	0	2	1233	3343187	1224	3340107	7	1269	2	1808	0	3	0	0	0	0	0	0	0	0	0	0	5071	57892735	5071	57892735	0.6962	5481	54108617	5445	51992701	0.6507	1331	1120811	1331	1120811	0.01348	0	642	0	642	0.00001
2021-10-11	98524	111105413	90202	85287391	25598	40843678	40768	43344281	23816	1098854	20	578	3778	9702643	858	4474410	1682	5183874	1238	44280	0	79	155	12767803	45	9261041	106	3505833	4	927	0	2	4389	3347576	4348	3344455	2	1271	39	1847	0	3	0	0	0	0	0	0	0	0	0	0	30849	57923584	30849	57923584	0.69657	45030	54153647	42558	52035259	0.65124	25097	1145908	25097	1145908	0.01378	20	662	20	662	0.00001
2021-10-12	214488	111319901	203707	85491098	52157	40895835	91023	43435304	60521	1159375	6	584	5212	9707855	977	4475387	2076	5185950	2159	46439	0	79	205	12768008	68	9261109	132	3505965	5	932	0	2	5364	3352940	5355	3349810	2	1273	7	1854	0	3	0	0	0	0	0	0	0	0	0	0	58557	57982141	58557	57982141	0.69728	96544	54250191	93233	52128492	0.6524	62692	1208600	62692	1208600	0.01453	6	668	6	668	0.00001
2021-10-13	231889	111551790	220803	85711901	55377	40951212	94591	43529895	70810	1230185	25	609	5526	9713381	1000	4476387	2403	5188353	2122	48561	1	80	248	12768256	48	9261157	190	3506155	10	942	0	2	5312	3358252	5296	3355106	2	1275	14	1868	0	3	0	0	0	0	0	0	0	0	0	0	61721	58043862	61721	58043862	0.69802	99843	54350034	97186	52225678	0.6536	72956	1281556	72956	1281556	0.01541	26	694	26	694	0.00001
2021-10-14	230951	111782741	219208	85931109	56420	41007632	98049	43627944	64732	1294917	7	616	5558	9718939	1058	4477445	2598	5190951	1887	50448	15	95	224	12768480	77	9261234	135	3506290	12	954	0	2	5961	3364213	5935	3361041	3	1278	23	1891	0	3	0	0	0	0	0	0	0	0	0	0	63490	58107352	63490	58107352	0.69878	104407	54454441	100785	52326463	0.65485	66654	1348210	66654	1348210	0.01621	22	716	22	716	0.00001
2021-10-15	151404	111934145	140930	86072039	37101	41044733	62226	43690170	41597	1336514	6	622	5444	9724383	1017	4478462	2777	5193728	1650	52098	0	95	98	12768578	27	9261261	63	3506353	8	962	0	2	4932	3369145	4924	3365965	4	1282	4	1895	0	3	0	0	0	0	0	0	0	0	0	0	43069	58150421	43069	58150421	0.6993	67429	54521870	65070	52391533	0.65567	43259	1391469	43259	1391469	0.01673	6	722	6	722	0.00001
2021-10-16	39352	111973497	34102	86106141	11845	41056578	16796	43706966	5457	1341971	4	626	2552	9726935	584	4479046	1574	5195302	392	52490	2	97	17	12768595	6	9261267	11	3506364	0	962	0	2	2681	3371826	2679	3368644	1	1283	1	1896	0	3	0	0	0	0	0	0	0	0	0	0	15114	58165535	15114	58165535	0.69948	18622	54540492	18382	52409915	0.65589	5850	1397319	5850	1397319	0.0168	6	728	6	728	0.00001
2021-10-17	11877	111985374	8879	86115020	3432	41060010	4122	43711088	1324	1343295	1	627	2160	9729095	179	4479225	1235	5196537	745	53235	1	98	6	12768601	0	9261267	6	3506370	0	962	0	2	832	3372658	831	3369475	0	1283	1	1897	0	3	0	0	0	0	0	0	0	0	0	0	4442	58169977	4442	58169977	0.69954	5384	54545876	5363	52415278	0.65595	2070	1399389	2070	1399389	0.01683	2	730	2	730	0.00001
2021-10-18	99016	112084390	91220	86206240	23570	41083580	38738	43749826	28901	1372196	11	638	3949	9733044	730	4479955	1546	5198083	1673	54908	0	98	123	12768724	21	9261288	96	3506466	6	968	0	2	3724	3376382	3712	3373187	1	1284	11	1908	0	3	0	0	0	0	0	0	0	0	0	0	28033	58198010	28033	58198010	0.69987	42340	54588216	40381	52455659	0.65646	30591	1429980	30591	1429980	0.0172	11	741	11	741	0.00001
2021-10-19	212493	112296883	203064	86409304	48136	41131716	86272	43836098	68650	1440846	6	644	4978	9738022	922	4480877	1890	5199973	2166	57074	0	98	205	12768929	72	9261360	124	3506590	9	977	0	2	4246	3380628	4225	3377412	12	1296	9	1917	0	3	0	0	0	0	0	0	0	0	0	0	53355	58251365	53355	58251365	0.70052	90681	54678897	88298	52543957	0.65755	70834	1500814	70834	1500814	0.01805	6	747	6	747	0.00001
