date	impfungen	impfungen_kumulativ	impfungen_biontech	impfungen_biontech_kumulativ	impfungen_biontech_min1	impfungen_biontech_min1_kumulativ	impfungen_biontech_gi	impfungen_biontech_gi_kumulativ	impfungen_biontech_boost1	impfungen_biontech_boost1_kumulativ	impfungen_biontech_boost2	impfungen_biontech_boost2_kumulativ	impfungen_moderna	impfungen_moderna_kumulativ	impfungen_moderna_min1	impfungen_moderna_min1_kumulativ	impfungen_moderna_gi	impfungen_moderna_gi_kumulativ	impfungen_moderna_boost1	impfungen_moderna_boost1_kumulativ	impfungen_moderna_boost2	impfungen_moderna_boost2_kumulativ	impfungen_astra	impfungen_astra_kumulativ	impfungen_astra_min1	impfungen_astra_min1_kumulativ	impfungen_astra_gi	impfungen_astra_gi_kumulativ	impfungen_astra_boost1	impfungen_astra_boost1_kumulativ	impfungen_astra_boost2	impfungen_astra_boost2_kumulativ	impfungen_johnson	impfungen_johnson_kumulativ	impfungen_johnson_min1	impfungen_johnson_min1_kumulativ	impfungen_johnson_gi	impfungen_johnson_gi_kumulativ	impfungen_johnson_boost1	impfungen_johnson_boost1_kumulativ	impfungen_johnson_boost2	impfungen_johnson_boost2_kumulativ	impfungen_novavax	impfungen_novavax_kumulativ	impfungen_novavax_min1	impfungen_novavax_min1_kumulativ	impfungen_novavax_gi	impfungen_novavax_gi_kumulativ	impfungen_novavax_boost1	impfungen_novavax_boost1_kumulativ	impfungen_novavax_boost2	impfungen_novavax_boost2_kumulativ	personen_min1	personen_min1_kumulativ	impfungen_min1	impfungen_min1_kumulativ	impfquote_min1	personen_gi	personen_gi_kumulativ	impfungen_gi	impfungen_gi_kumulativ	impfquote_gi	personen_boost1	personen_boost1_kumulativ	impfungen_boost1	impfungen_boost1_kumulativ	impfquote_boost1	personen_boost2	personen_boost2_kumulativ	impfungen_boost2	impfungen_boost2_kumulativ	impfquote_boost2
2021-11-28	172223	125257165	126729	98525840	19719	42990918	8175	45833666	98827	9700028	8	1228	42075	10382905	3513	4538678	1200	5258741	37355	585302	7	184	12	12773850	7	9262854	3	3508859	2	2134	0	3	3407	3574570	3393	3569323	0	1508	14	3735	0	4	0	0	0	0	0	0	0	0	0	0	26632	60361773	26632	60361773	0.72589	9732	56818615	9378	54602774	0.68329	136198	10291199	136198	10291199	0.12376	15	1419	15	1419	0.00002
2021-11-29	590379	125847544	468477	98994317	66432	43057350	37400	45871066	364625	10064653	20	1248	112867	10495772	8247	4546925	4523	5263264	100085	685387	12	196	191	12774041	54	9262908	75	3508934	62	2196	0	3	8844	3583414	8799	3578122	3	1511	42	3777	0	4	0	0	0	0	0	0	0	0	0	0	83532	60445305	83532	60445305	0.7269	47179	56865794	42001	54644775	0.68385	464814	10756013	464814	10756013	0.12935	32	1451	32	1451	0.00002
2021-11-30	1049139	126896683	749307	99743624	95729	43153079	69981	45941047	583574	10648227	23	1271	289583	10785355	17215	4564140	9207	5272471	263146	948533	15	211	307	12774348	49	9262957	116	3509050	142	2338	0	3	9942	3593356	9858	3587980	6	1517	78	3855	0	4	0	0	0	0	0	0	0	0	0	0	122851	60568156	122851	60568156	0.72838	85481	56951275	79310	54724085	0.68488	846940	11602953	846940	11602953	0.13953	38	1489	38	1489	0.00002
2021-12-01	1275383	128172066	834176	100577800	94854	43247933	72083	46013130	667206	11315433	33	1304	432152	11217507	22066	4586206	13210	5285681	396853	1345386	23	234	239	12774587	61	9263018	52	3509102	125	2463	1	4	8816	3602172	8746	3596726	13	1530	57	3912	0	4	0	0	0	0	0	0	0	0	0	0	125727	60693883	125727	60693883	0.72989	90213	57041488	85358	54809443	0.68597	1064241	12667194	1064241	12667194	0.15233	57	1546	57	1546	0.00002
2021-12-02	1189178	129361244	760754	101338554	86461	43334394	76175	46089305	598056	11913489	62	1366	418740	11636247	21354	4607560	12506	5298187	384860	1730246	20	254	377	12774964	98	9263116	209	3509311	70	2533	0	4	9307	3611479	9225	3605951	15	1545	67	3979	0	4	0	0	0	0	0	0	0	0	0	0	117138	60811021	117138	60811021	0.7313	94624	57136112	88905	54898348	0.6871	983053	13650247	983053	13650247	0.16415	82	1628	82	1628	0.00002
2021-12-03	1077203	130438447	667580	102006134	70795	43405189	56683	46145988	540065	12453554	37	1403	402314	12038561	19778	4627338	10977	5309164	371536	2101782	23	277	102	12775066	23	9263139	19	3509330	60	2593	0	4	7207	3618686	7142	3613093	7	1552	58	4037	0	4	0	0	0	0	0	0	0	0	0	0	97738	60908759	97738	60908759	0.73247	71801	57207913	67686	54966034	0.68797	911719	14561966	911719	14561966	0.17512	60	1688	60	1688	0.00002
2021-12-04	1018373	131456820	498865	102504999	57233	43462422	31562	46177550	410048	12863602	22	1425	511128	12549689	22260	4649598	11558	5320722	477283	2579065	27	304	327	12775393	22	9263161	7	3509337	298	2891	0	4	8053	3626739	8003	3621096	3	1555	47	4084	0	4	0	0	0	0	0	0	0	0	0	0	87518	60996277	87518	60996277	0.73352	45519	57253432	43130	55009164	0.68851	887676	15449642	887676	15449642	0.18579	49	1737	49	1737	0.00002
2021-12-05	273542	131730362	111508	102616507	13182	43475604	8602	46186152	89719	12953321	5	1430	160403	12710092	6569	4656167	3741	5324463	150087	2729152	6	310	8	12775401	3	9263164	0	3509337	5	2896	0	4	1623	3628362	1608	3622704	3	1558	12	4096	0	4	0	0	0	0	0	0	0	0	0	0	21362	61017639	21362	61017639	0.73378	12902	57266334	12346	55021510	0.68867	239823	15689465	239823	15689465	0.18868	11	1748	11	1748	0.00002
2021-12-06	752187	132482549	397905	103014412	44675	43520279	37495	46223647	315708	13269029	27	1457	347466	13057558	17066	4673233	10108	5334571	320272	3049424	20	330	283	12775684	46	9263210	52	3509389	185	3081	0	4	6533	3634895	6409	3629113	3	1561	121	4217	0	4	0	0	0	0	0	0	0	0	0	0	68196	61085835	68196	61085835	0.7346	51490	57317824	47658	55069168	0.68929	636286	16325751	636286	16325751	0.19633	47	1795	47	1795	0.00002
2021-12-07	1203517	133686066	647884	103662296	65999	43586278	68314	46291961	513543	13782572	28	1485	548845	13606403	21925	4695158	15078	5349649	511819	3561243	23	353	147	12775831	29	9263239	27	3509416	91	3172	0	4	6641	3641536	6589	3635702	7	1568	45	4262	0	4	0	0	0	0	0	0	0	0	0	0	94542	61180377	94542	61180377	0.73574	87989	57405813	83426	55152594	0.69035	1025498	17351249	1025498	17351249	0.20866	51	1846	51	1846	0.00002
2021-12-08	1424378	135110444	733416	104395712	70813	43657091	72154	46364115	590422	14372994	27	1512	684757	14291160	24578	4719736	18399	5368048	641753	4202996	27	380	180	12776011	15	9263254	20	3509436	145	3317	0	4	6025	3647561	5972	3641674	3	1571	48	4310	2	6	0	0	0	0	0	0	0	0	0	0	101378	61281755	101378	61281755	0.73696	94344	57500157	90576	55243170	0.69148	1232368	18583617	1232368	18583617	0.22348	56	1902	56	1902	0.00002
2021-12-09	1322402	136432846	687092	105082804	65630	43722721	76863	46440978	544560	14917554	39	1551	629124	14920284	22275	4742011	17642	5385690	589173	4792169	34	414	208	12776219	56	9263310	79	3509515	73	3390	0	4	5978	3653539	5919	3647593	7	1578	51	4361	1	7	0	0	0	0	0	0	0	0	0	0	93880	61375635	93880	61375635	0.73809	98500	57598657	94591	55337761	0.69267	1133857	19717474	1133857	19717474	0.23712	74	1976	74	1976	0.00002
2021-12-10	1222936	137655782	615869	105698673	53662	43776383	63800	46504778	498360	15415914	47	1598	601566	15521850	19673	4761684	16108	5401798	565759	5357928	26	440	209	12776428	91	9263401	15	3509530	103	3493	0	4	5292	3658831	5245	3652838	2	1580	45	4406	0	7	0	0	0	0	0	0	0	0	0	0	78671	61454306	78671	61454306	0.73903	83128	57681785	79925	55417686	0.69367	1064267	20781741	1064267	20781741	0.24992	73	2049	73	2049	0.00002
2021-12-11	1217571	138873353	493319	106191992	47864	43824247	40281	46545059	405144	15821058	30	1628	719897	16241747	20970	4782654	15567	5417365	683341	6041269	19	459	43	12776471	7	9263408	4	3509534	32	3525	0	4	4312	3663143	4277	3657115	7	1587	28	4434	0	7	0	0	0	0	0	0	0	0	0	0	73118	61527424	73118	61527424	0.73991	57269	57739054	55859	55473545	0.69435	1088545	21870286	1088545	21870286	0.26301	49	2098	49	2098	0.00003
2021-12-12	317441	139190794	114996	106306988	10853	43835100	11824	46556883	92314	15913372	5	1633	201272	16443019	5826	4788480	4920	5422285	190516	6231785	10	469	11	12776482	7	9263415	2	3509536	2	3527	0	4	1162	3664305	1151	3658266	1	1588	10	4444	0	7	0	0	0	0	0	0	0	0	0	0	17837	61545261	17837	61545261	0.74013	17041	57756095	16747	55490292	0.69456	282842	22153128	282842	22153128	0.26641	15	2113	15	2113	0.00003
2021-12-13	807220	139998014	396904	106703892	37108	43872208	48151	46605034	311633	16225005	12	1645	406447	16849466	13433	4801913	11687	5433972	381309	6613094	18	487	96	12776578	16	9263431	9	3509545	71	3598	0	4	3773	3668078	3712	3661978	3	1591	58	4502	0	7	0	0	0	0	0	0	0	0	0	0	54269	61599530	54269	61599530	0.74078	62244	57818339	59850	55550142	0.69531	693071	22846199	693071	22846199	0.27474	30	2143	30	2143	0.00003
2021-12-14	1350855	141348869	743609	107447501	66202	43938410	94601	46699635	582764	16807769	42	1687	602892	17452358	17420	4819333	16214	5450186	569231	7182325	27	514	179	12776757	48	9263479	55	3509600	76	3674	0	4	4175	3672253	4126	3666104	1	1592	48	4550	0	7	0	0	0	0	0	0	0	0	0	0	87796	61687326	87796	61687326	0.74184	113355	57931694	110871	55661013	0.69667	1152119	23998318	1152119	23998318	0.2886	69	2212	69	2212	0.00003
2021-12-15	1561192	142910061	863918	108311419	83060	44021470	105931	46805566	674859	17482628	68	1755	693581	18145939	18003	4837336	18140	5468326	657205	7839530	233	747	127	12776884	25	9263504	37	3509637	65	3739	0	4	3566	3675819	3492	3669596	7	1599	67	4617	0	7	0	0	0	0	0	0	0	0	0	0	104580	61791906	104580	61791906	0.74309	126300	58057994	124115	55785128	0.69819	1332196	25330514	1332196	25330514	0.30462	301	2513	301	2513	0.00003
2021-12-16	1461775	144371836	822365	109133784	83426	44104896	117447	46923013	621451	18104079	41	1796	635473	18781412	17662	4854998	18593	5486919	599005	8438535	213	960	357	12777241	45	9263549	84	3509721	228	3967	0	4	3580	3679399	3525	3673121	3	1602	50	4667	2	9	0	0	0	0	0	0	0	0	0	0	104658	61896564	104658	61896564	0.74435	138438	58196432	136127	55921255	0.69985	1220734	26551248	1220734	26551248	0.3193	256	2769	256	2769	0.00003
2021-12-17	1278028	145649864	713975	109847759	87991	44192887	96869	47019882	529069	18633148	46	1842	560859	19342271	14751	4869749	16991	5503910	529071	8967606	46	1006	126	12777367	17	9263566	22	3509743	87	4054	0	4	3068	3682467	2949	3676070	2	1604	117	4784	0	9	0	0	0	0	0	0	0	0	0	0	105708	62002272	105708	62002272	0.74562	115675	58312107	113884	56035139	0.70125	1058344	27609592	1058344	27609592	0.33203	92	2861	92	2861	0.00003
2021-12-18	1137341	146787205	557288	110405047	92064	44284951	62868	47082750	402334	19035482	22	1864	577721	19919992	13526	4883275	14852	5518762	549311	9516917	32	1038	241	12777608	18	9263584	47	3509790	176	4230	0	4	2091	3684558	2071	3678141	2	1606	18	4802	0	9	0	0	0	0	0	0	0	0	0	0	107679	62109951	107679	62109951	0.74692	78614	58390721	77769	56112908	0.70219	951839	28561431	951839	28561431	0.34347	54	2915	54	2915	0.00004
2021-12-19	349462	147136667	166221	110571268	37432	44322383	17489	47100239	111284	19146766	16	1880	182349	20102341	4117	4887392	4673	5523435	173542	9690459	17	1055	270	12777878	3	9263587	2	3509792	265	4495	0	4	622	3685180	606	3678747	0	1606	16	4818	0	9	0	0	0	0	0	0	0	0	0	0	42158	62152109	42158	62152109	0.74742	22353	58413074	22164	56135072	0.70246	285107	28846538	285107	28846538	0.3469	33	2948	33	2948	0.00004
2021-12-20	893828	148030495	488159	111059427	62347	44384730	74985	47175224	350787	19497553	40	1920	403510	20505851	10843	4898235	14482	5537917	378124	10068583	61	1116	75	12777953	37	9263624	17	3509809	20	4515	1	5	2084	3687264	2043	3680790	2	1608	39	4857	0	9	0	0	0	0	0	0	0	0	0	0	75270	62227379	75270	62227379	0.74833	90743	58503817	89486	56224558	0.70355	728970	29575508	728970	29575508	0.35567	102	3050	102	3050	0.00004
2021-12-21	1240893	149271388	710808	111770235	84373	44469103	116605	47291829	509797	20007350	33	1953	527680	21033531	13162	4911397	19091	5557008	495377	10563960	50	1166	228	12778181	86	9263710	55	3509864	87	4602	0	5	2177	3689441	2122	3682912	0	1608	55	4912	0	9	0	0	0	0	0	0	0	0	0	0	99743	62327122	99743	62327122	0.74953	137144	58640961	135751	56360309	0.7052	1005316	30580824	1005316	30580824	0.36776	83	3133	83	3133	0.00004
2021-12-22	1218388	150489776	692416	112462651	87186	44556289	106393	47398222	498775	20506125	62	2015	524006	21557537	11989	4923386	19260	5576268	492696	11056656	61	1227	207	12778388	9	9263719	22	3509886	176	4778	0	5	1759	3691200	1716	3684628	2	1610	41	4953	0	9	0	0	0	0	0	0	0	0	0	0	100900	62428022	100900	62428022	0.75074	126742	58767703	125677	56485986	0.70672	991688	31572512	991688	31572512	0.37968	123	3256	123	3256	0.00004
2021-12-23	670709	151160485	369863	112832514	50715	44607004	60451	47458673	258660	20764785	37	2052	299469	21857006	7429	4930815	12968	5589236	279027	11335683	45	1272	128	12778516	41	9263760	22	3509908	65	4843	0	5	1249	3692449	1208	3685836	6	1616	35	4988	0	9	0	0	0	0	0	0	0	0	0	0	59393	62487415	59393	62487415	0.75146	74106	58841809	73447	56559433	0.70762	537787	32110299	537787	32110299	0.38615	82	3338	82	3338	0.00004
2021-12-24	48817	151209302	24426	112856940	3244	44610248	3969	47462642	17210	20781995	3	2055	24263	21881269	649	4931464	1251	5590487	22361	11358044	2	1274	12	12778528	2	9263762	10	3509918	0	4843	0	5	116	3692565	115	3685951	0	1616	1	4989	0	9	0	0	0	0	0	0	0	0	0	0	4010	62491425	4010	62491425	0.75151	5286	58847095	5230	56564663	0.70768	39572	32149871	39572	32149871	0.38663	5	3343	5	3343	0.00004
2021-12-25	27978	151237280	13984	112870924	1270	44611518	1535	47464177	11178	20793173	1	2056	13795	21895064	284	4931748	423	5590910	13087	11371131	1	1275	106	12778634	0	9263762	5	3509923	101	4944	0	5	93	3692658	93	3686044	0	1616	0	4989	0	9	0	0	0	0	0	0	0	0	0	0	1647	62493072	1647	62493072	0.75152	1990	58849085	1963	56566626	0.7077	24366	32174237	24366	32174237	0.38692	2	3345	2	3345	0.00004
2021-12-26	62495	151299775	31438	112902362	4685	44616203	3399	47467576	23350	20816523	4	2060	30977	21926041	540	4932288	1376	5592286	29059	11400190	2	1277	1	12778635	0	9263762	1	3509924	0	4944	0	5	79	3692737	74	3686118	0	1616	5	4994	0	9	0	0	0	0	0	0	0	0	0	0	5299	62498371	5299	62498371	0.75159	4807	58853892	4776	56571402	0.70776	52414	32226651	52414	32226651	0.38755	6	3351	6	3351	0.00004
2021-12-27	605813	151905588	304122	113206484	44271	44660474	49228	47516804	210580	21027103	43	2103	300612	22226653	5469	4937757	14821	5607107	280280	11680470	42	1319	159	12778794	8	9263770	10	3509934	141	5085	0	5	920	3693657	900	3687018	5	1621	15	5009	0	9	0	0	0	0	0	0	0	0	0	0	50648	62549019	50648	62549019	0.7522	64584	58918476	64064	56635466	0.70854	491016	32717667	491016	32717667	0.39345	85	3436	85	3436	0.00004
2021-12-28	748297	152653885	387538	113594022	56530	44717004	62750	47579554	268222	21295325	36	2139	359608	22586261	7027	4944784	17476	5624583	335037	12015507	68	1387	143	12778937	6	9263776	9	3509943	128	5213	0	5	1008	3694665	977	3687995	2	1623	29	5038	0	9	0	0	0	0	0	0	0	0	0	0	64540	62613559	64540	62613559	0.75297	80637	58999113	80237	56715703	0.70951	603416	33321083	603416	33321083	0.40071	104	3540	104	3540	0.00004
2021-12-29	699804	153353689	365158	113959180	57093	44774097	56046	47635600	251985	21547310	34	2173	333424	22919685	6623	4951407	16474	5641057	310262	12325769	65	1452	332	12779269	221	9263997	8	3509951	103	5316	0	5	890	3695555	847	3688842	12	1635	31	5069	0	9	0	0	0	0	0	0	0	0	0	0	64784	62678343	64784	62678343	0.75375	72897	59072010	72540	56788243	0.71038	562381	33883464	562381	33883464	0.40747	99	3639	99	3639	0.00004
2021-12-30	486248	153839937	244872	114204052	40679	44814776	38604	47674204	165557	21712867	32	2205	240293	23159978	5264	4956671	13602	5654659	221370	12547139	57	1509	34	12779303	3	9264000	4	3509955	27	5343	0	5	1049	3696604	708	3689550	12	1647	329	5398	0	9	0	0	0	0	0	0	0	0	0	0	46654	62724997	46654	62724997	0.75431	52501	59124511	52222	56840465	0.71102	387283	34270747	387283	34270747	0.41213	89	3728	89	3728	0.00004
2021-12-31	59490	153899427	26828	114230880	3850	44818626	3993	47678197	18980	21731847	5	2210	32484	23192462	805	4957476	2047	5656706	29625	12576764	7	1516	63	12779366	4	9264004	5	3509960	54	5397	0	5	115	3696719	114	3689664	0	1647	1	5399	0	9	0	0	0	0	0	0	0	0	0	0	4773	62729770	4773	62729770	0.75437	6086	59130597	6045	56846510	0.71109	48660	34319407	48660	34319407	0.41272	12	3740	12	3740	0.00004
2022-01-01	28687	153928114	13192	114244072	1863	44820489	1878	47680075	9446	21741293	5	2215	15409	23207871	323	4957799	1013	5657719	14070	12590834	3	1519	55	12779421	1	9264005	12	3509972	42	5439	0	5	31	3696750	30	3689694	0	1647	1	5400	0	9	0	0	0	0	0	0	0	0	0	0	2217	62731987	2217	62731987	0.7544	2903	59133500	2903	56849413	0.71112	23559	34342966	23559	34342966	0.413	8	3748	8	3748	0.00005
2022-01-02	154132	154082246	82072	114326144	14938	44835427	9983	47690058	57140	21798433	11	2226	71911	23279782	1341	4959140	4309	5662028	66239	12657073	22	1541	6	12779427	1	9264006	0	3509972	5	5444	0	5	143	3696893	140	3689834	0	1647	2	5402	1	10	0	0	0	0	0	0	0	0	0	0	16420	62748407	16420	62748407	0.7546	14319	59147819	14292	56863705	0.7113	123386	34466352	123386	34466352	0.41448	34	3782	34	3782	0.00005
2022-01-03	481535	154563781	251154	114577298	33818	44869245	44092	47734150	173202	21971635	42	2268	229649	23509431	4987	4964127	17777	5679805	206825	12863898	60	1601	34	12779461	1	9264007	29	3510001	4	5448	0	5	698	3697591	672	3690506	0	1647	26	5428	0	10	0	0	0	0	0	0	0	0	0	0	39478	62787885	39478	62787885	0.75507	62216	59210035	61898	56925603	0.71204	380057	34846409	380057	34846409	0.41905	102	3884	102	3884	0.00005
2022-01-04	700953	155264734	387339	114964637	49083	44918328	72448	47806598	265732	22237367	76	2344	311857	23821288	6935	4971062	22951	5702756	281916	13145814	55	1656	644	12780105	327	9264334	175	3510176	142	5590	0	5	1113	3698704	1096	3691602	4	1651	13	5441	0	10	0	0	0	0	0	0	0	0	0	0	57441	62845326	57441	62845326	0.75576	96309	59306344	95578	57021181	0.7132	547803	35394212	547803	35394212	0.42564	131	4015	131	4015	0.00005
2022-01-05	816759	156081493	458875	115423512	51811	44970139	86332	47892930	320679	22558046	53	2397	356730	24178018	7652	4978714	26557	5729313	322444	13468258	77	1733	238	12780343	4	9264338	78	3510254	156	5746	0	5	916	3699620	898	3692500	1	1652	16	5457	1	11	0	0	0	0	0	0	0	0	0	0	60365	62905691	60365	62905691	0.75649	113468	59419812	112968	57134149	0.71457	643295	36037507	643295	36037507	0.43338	131	4146	131	4146	0.00005
2022-01-06	683544	156765037	390429	115813941	44092	45014231	71441	47964371	274842	22832888	54	2451	291700	24469718	6540	4985254	20782	5750095	264320	13732578	58	1791	575	12780918	18	9264356	53	3510307	504	6250	0	5	840	3700460	793	3693293	0	1652	47	5504	0	11	0	0	0	0	0	0	0	0	0	0	51443	62957134	51443	62957134	0.75711	92792	59512604	92276	57226425	0.71568	539713	36577220	539713	36577220	0.43987	112	4258	112	4258	0.00005
2022-01-07	765790	157530827	446310	116260251	48016	45062247	92615	48056986	305610	23138498	69	2520	317466	24787184	7312	4992566	24631	5774726	285409	14017987	114	1905	101	12781019	1	9264357	4	3510311	96	6346	0	5	1913	3702373	1351	3694644	2	1654	560	6064	0	11	0	0	0	0	0	0	0	0	0	0	56680	63013814	56680	63013814	0.75779	118222	59630826	117252	57343677	0.7171	591675	37168895	591675	37168895	0.44698	183	4441	183	4441	0.00005
2022-01-08	519209	158050036	299805	116560056	41037	45103284	65239	48122225	193493	23331991	36	2556	218431	25005615	4140	4996706	17424	5792150	196813	14214800	54	1959	108	12781127	1	9264358	18	3510329	89	6435	0	5	865	3703238	549	3695193	2	1656	314	6378	0	11	0	0	0	0	0	0	0	0	0	0	45727	63059541	45727	63059541	0.75834	82894	59713720	82683	57426360	0.7181	390709	37559604	390709	37559604	0.45168	90	4531	90	4531	0.00005
2022-01-09	185140	158235176	115060	116675116	17086	45120370	29889	48152114	68071	23400062	14	2570	69536	25075151	1384	4998090	4828	5796978	63293	14278093	31	1990	296	12781423	15	9264373	14	3510343	267	6702	0	5	248	3703486	225	3695418	2	1658	21	6399	0	11	0	0	0	0	0	0	0	0	0	0	18710	63078251	18710	63078251	0.75856	34833	59748553	34733	57461093	0.71852	131652	37691256	131652	37691256	0.45326	45	4576	45	4576	0.00006
2022-01-10	559298	158794474	317272	116992388	30917	45151287	65023	48217137	221190	23621252	142	2712	240978	25316129	5651	5003741	19355	5816333	215902	14493995	70	2060	11	12781434	2	9264375	6	3510349	3	6705	0	5	1037	3704523	786	3696204	4	1662	247	6646	0	11	0	0	0	0	0	0	0	0	0	0	37356	63115607	37356	63115607	0.75901	84884	59833437	84388	57545481	0.71954	437342	38128598	437342	38128598	0.45852	212	4788	212	4788	0.00006
2022-01-11	796225	159590699	463437	117455825	45358	45196645	94882	48312019	323149	23944401	48	2760	330579	25646708	7523	5011264	25422	5841755	297565	14791560	69	2129	449	12781883	317	9264692	94	3510443	38	6743	0	5	1760	3706283	1155	3697359	3	1665	602	7248	0	11	0	0	0	0	0	0	0	0	0	0	54353	63169960	54353	63169960	0.75966	121237	59954674	120401	57665882	0.721	621354	38749952	621354	38749952	0.466	117	4905	117	4905	0.00006
2022-01-12	880808	160471507	521970	117977795	51013	45247658	108315	48420334	362532	24306933	110	2870	357173	26003881	7948	5019212	26099	5867854	323000	15114560	126	2255	92	12781975	8	9264700	24	3510467	60	6803	0	5	1573	3707856	824	3698183	4	1669	745	7993	0	11	0	0	0	0	0	0	0	0	0	0	59793	63229753	59793	63229753	0.76038	134922	60089596	134442	57800324	0.72262	686337	39436289	686337	39436289	0.47425	236	5141	236	5141	0.00006
2022-01-13	836994	161308501	501822	118479617	49515	45297173	100105	48520439	352135	24659068	67	2937	333161	26337042	7921	5027133	26099	5893953	299040	15413600	101	2356	240	12782215	14	9264714	57	3510524	169	6972	0	5	1771	3709627	829	3699012	4	1673	938	8931	0	11	0	0	0	0	0	0	0	0	0	0	58279	63288032	58279	63288032	0.76108	126869	60216465	126265	57926589	0.72415	652282	40088571	652282	40088571	0.48209	168	5309	168	5309	0.00006
2022-01-14	778699	162087200	474160	118953777	53788	45350961	89669	48610108	330447	24989515	256	3193	301725	26638767	7045	5034178	24777	5918730	269726	15683326	177	2533	636	12782851	412	9265126	101	3510625	47	7019	76	81	2178	3711805	1225	3700237	4	1677	948	9879	1	12	0	0	0	0	0	0	0	0	0	0	62470	63350502	62470	63350502	0.76184	115087	60331552	114551	58041140	0.72553	601168	40689739	601168	40689739	0.48932	510	5819	510	5819	0.00007
2022-01-15	466338	162553538	290502	119244279	53986	45404947	56597	48666705	179868	25169383	51	3244	174986	26813753	4333	5038511	14731	5933461	155845	15839171	77	2610	227	12783078	7	9265133	25	3510650	195	7214	0	81	623	3712428	383	3700620	5	1682	235	10114	0	12	0	0	0	0	0	0	0	0	0	0	58709	63409211	58709	63409211	0.76254	71449	60403001	71358	58112498	0.72639	336143	41025882	336143	41025882	0.49337	128	5947	128	5947	0.00007
2022-01-16	154496	162708034	98206	119342485	17177	45422124	18568	48685273	62439	25231822	22	3266	55851	26869604	1403	5039914	4730	5938191	49691	15888862	27	2637	73	12783151	1	9265134	8	3510658	64	7278	0	81	366	3712794	325	3700945	2	1684	38	10152	1	13	0	0	0	0	0	0	0	0	0	0	18906	63428117	18906	63428117	0.76277	23515	60426516	23308	58135806	0.72667	112232	41138114	112232	41138114	0.49472	50	5997	50	5997	0.00007
2022-01-17	480451	163188485	296902	119639387	33970	45456094	57694	48742967	205043	25436865	195	3461	182510	27052114	4832	5044746	16384	5954575	161168	16050030	126	2763	60	12783211	30	9265164	5	3510663	20	7298	5	86	979	3713773	703	3701648	5	1689	271	10423	0	13	0	0	0	0	0	0	0	0	0	0	39535	63467652	39535	63467652	0.76324	74451	60500967	74088	58209894	0.72757	366502	41504616	366502	41504616	0.49912	326	6323	326	6323	0.00008
2022-01-18	652088	163840573	415475	120054862	42825	45498919	76337	48819304	296232	25733097	81	3542	235008	27287122	6678	5051424	21139	5975714	207063	16257093	128	2891	387	12783598	318	9265482	66	3510729	3	7301	0	86	1218	3714991	822	3702470	4	1693	392	10815	0	13	0	0	0	0	0	0	0	0	0	0	50643	63518295	50643	63518295	0.76385	98176	60599143	97546	58307440	0.72875	503690	42008306	503690	42008306	0.50518	209	6532	209	6532	0.00008
2022-01-19	680583	164521156	439907	120494769	50239	45549158	82381	48901685	306719	26039816	568	4110	237902	27525024	6531	5057955	23350	5999064	207788	16464881	233	3124	1287	12784885	981	9266463	131	3510860	12	7313	163	249	1487	3716478	839	3703309	22	1715	626	11441	0	13	0	0	0	0	0	0	0	0	0	0	58590	63576885	58590	63576885	0.76456	106510	60705653	105884	58413324	0.73003	515145	42523451	515145	42523451	0.51138	964	7496	964	7496	0.00009
2022-01-20	701069	165222225	455071	120949840	50783	45599941	81237	48982922	322794	26362610	257	4367	244988	27770012	6553	5064508	25805	6024869	212517	16677398	113	3237	71	12784956	22	9266485	37	3510897	10	7323	2	251	939	3717417	447	3703756	71	1786	421	11862	0	13	0	0	0	0	0	0	0	0	0	0	57805	63634690	57805	63634690	0.76525	107440	60813093	107150	58520474	0.73132	535742	43059193	535742	43059193	0.51782	372	7868	372	7868	0.00009
2022-01-21	596619	165818844	395633	121345473	47041	45646982	70450	49053372	278010	26640620	132	4499	199926	27969938	5748	5070256	24080	6048949	169946	16847344	152	3389	48	12785004	10	9266495	11	3510908	27	7350	0	251	1012	3718429	491	3704247	68	1854	453	12315	0	13	0	0	0	0	0	0	0	0	0	0	53290	63687980	53290	63687980	0.76589	94970	60908063	94609	58615083	0.73246	448436	43507629	448436	43507629	0.52321	284	8152	284	8152	0.0001
2022-01-22	295946	166114790	198457	121543930	35157	45682139	43624	49096996	119602	26760222	74	4573	96775	28066713	2925	5073181	13945	6062894	79823	16927167	82	3471	75	12785079	6	9266501	18	3510926	51	7401	0	251	639	3719068	219	3704466	50	1904	370	12685	0	13	0	0	0	0	0	0	0	0	0	0	38307	63726287	38307	63726287	0.76636	57762	60965825	57637	58672720	0.73316	199846	43707475	199846	43707475	0.52561	156	8308	156	8308	0.0001
2022-01-23	107724	166222514	74753	121618683	12086	45694225	21576	49118572	41061	26801283	30	4603	32888	28099601	1146	5074327	4985	6067879	26716	16953883	41	3512	2	12785081	0	9266501	1	3510927	1	7402	0	251	81	3719149	39	3704505	22	1926	20	12705	0	13	0	0	0	0	0	0	0	0	0	0	13271	63739558	13271	63739558	0.76651	26606	60992431	26584	58699304	0.73348	67798	43775273	67798	43775273	0.52643	71	8379	71	8379	0.0001
